review_id,project_id,reviewer_id,reviewee_id,rating,feedback,punctuality_score,creativity_score
2d7c9cf7-3fdd-4cf4-8962-f971f69b194a,30d823cd-4c29-4f2e-80b6-a8a3f6fab74b,ed41bc1e-4407-405a-9053-8f53d7e9b4c3,f651c11c-c5bb-460d-a987-8c9836713d28,5,Sáng tạo tốt nhưng cần cải thiện giao tiếp.,5,4
9bcb7497-7f63-4750-a2f5-8c4795f53fe3,30d823cd-4c29-4f2e-80b6-a8a3f6fab74b,ed41bc1e-4407-405a-9053-8f53d7e9b4c3,60066034-b655-47a1-817a-f6f2d3ff2fb4,3,"Chất lượng video xuất sắc, vượt mong đợi.",4,4
45377051-ce7e-4a67-b30e-5115e812997c,6beb0647-951e-487b-8532-0c4396d535b7,73b4563b-d293-4887-96ea-d53654fd158e,6af20bfb-f2e3-42ef-9e85-eed7dfcf6256,4,"Chất lượng video xuất sắc, vượt mong đợi.",2,4
6ac4a3df-b2c7-4dde-9108-b2a305abf285,da5a58d8-f370-497e-ba5d-8ae41e03fa14,d0dcd863-ce8b-4261-95cb-03a557cf3376,cd4abdf5-22f2-4f9e-9998-f52dc8ce0213,4,"Rất hài lòng, sẽ hợp tác lại.",4,4
e7c5f98d-104b-4170-98bb-ddeae27ee9d7,da5a58d8-f370-497e-ba5d-8ae41e03fa14,d0dcd863-ce8b-4261-95cb-03a557cf3376,88fb1e35-fc3f-4985-ab50-d178ac000e87,3,"Chất lượng video xuất sắc, vượt mong đợi.",2,3
13e2fa42-4429-481e-8fe1-22d4e4789877,b4e27c4b-b708-4312-bc4f-a90b437ccbc9,3b5de7f0-c942-44b1-9654-e38710833852,0516d582-0010-467d-874d-312bcd301677,3,"Làm việc chuyên nghiệp, đúng deadline.",5,3
00a462e1-acde-4c56-bd2f-e21c1d6cf99d,b1d477c8-5e8a-4b7d-a27b-5ea8781b8c6f,62275e2b-8f68-4072-ad98-4856f86b6701,88fb1e35-fc3f-4985-ab50-d178ac000e87,1,"Không hoàn thành công việc, thiếu trách nhiệm, giao sản phẩm trễ 3 tuần và chất lượng kém.",1,1
62e7b78f-9fd9-55cf-9b21-8483028363bf,ac2c570d-2777-59b3-95e3-68d4bb5fd82a,d3c7da29-dd82-51d9-a268-46fb62f508aa,85193fec-c30c-5889-bd56-ae4a3e01596e,5,Outstanding TikTok content; surpassed GMV targets by 40% in week 1.,5,5
6c4cc693-25dd-5071-b6fe-d728870f665e,ac2c570d-2777-59b3-95e3-68d4bb5fd82a,d3c7da29-dd82-51d9-a268-46fb62f508aa,b0c59f13-cfc5-5e91-a64e-761aabcbd9f9,5,Marcus directed a seamless product video. Extremely professional on-set.,5,4
3e1d0f7b-63d2-50e0-bff5-8c3ef08f1247,4aee9fd3-50ea-5641-b172-67195056f015,a35ddc03-6ee6-5ba9-956a-641d640bcd38,3897ef63-6381-5db8-b82a-988aa5f67569,4,Great content quality. Minor delay on one deliverable but overall excellent.,3,5
bd95f96d-927f-564e-acaf-04974bd0b53f,8fa9637c-976b-58bc-b8c9-bb11311da153,42056198-b401-5f11-a6f3-0fcfc7af4961,e57ce438-ee13-500f-bdac-a6887da0603c,5,"Sarah's posts drove 3,200+ TikTok Shop orders in the first 48 hours.",5,5
f871f05d-a44e-526a-96be-7736cc2d30c2,8fa9637c-976b-58bc-b8c9-bb11311da153,42056198-b401-5f11-a6f3-0fcfc7af4961,47976df9-3c2e-56f9-8557-0f9066b954a9,4,Strong engagement and great product knowledge. All deliveries on time.,4,4
ac50a907-67e2-5362-b636-13864d290fd7,b6d575d7-b52d-5854-8121-eac2d6c51581,d2ce75cb-8d22-504b-bbd1-59e758b8b1de,3295c5ce-6597-5463-986a-b4b50bcdf865,4,Good aesthetic but needed more product-focused captions per the brief.,4,3
1c431a09-a72d-5aae-ac49-bf910b8067a9,55e94f10-dc5a-598a-bdff-4afc22892b7e,a35ddc03-6ee6-5ba9-956a-641d640bcd38,3897ef63-6381-5db8-b82a-988aa5f67569,5,Jess authentically integrated the product. Audience loved the routine content.,5,5
7abeea55-79cf-5e4a-a7a0-28200065bdd6,61d78400-02ca-588c-96ae-015be162d9f9,6cffbfec-4920-5431-9456-d9b0db2469a7,52c14d30-4293-5c50-9a7b-bded366d101e,4,Nina's skincare content was excellent; would love slightly more CTA focus.,4,4
f73f946e-5663-5368-859d-5d55e0766cc7,285e8299-430a-5103-8ad9-36a696dbf1f3,ac447e0d-b6b8-5af0-b0f9-11245d138e03,47976df9-3c2e-56f9-8557-0f9066b954a9,5,Alex's TikTok LIVE drove $28K in GMV. Phenomenal audience engagement.,5,5
53b40a9e-45b5-5030-a7b4-66aaf42a8e4b,285e8299-430a-5103-8ad9-36a696dbf1f3,ac447e0d-b6b8-5af0-b0f9-11245d138e03,c67a4583-12ab-5938-824d-763fc2ba4c64,5,Jordan delivered stunning visuals. The product direction was flawless.,5,5
2277176a-20e3-57cb-8519-25297ef16f90,a7e147f6-143a-56c2-8b74-ddd15380ee3d,0d0bfa26-1b32-58a9-9e62-7813ea150c5e,3897ef63-6381-5db8-b82a-988aa5f67569,5,Jess exceeded expectations; health claims were accurate and well-researched.,5,4
f0f2c49d-a535-53bb-9782-2cb37071f016,93f862a3-5a5c-5497-a4f3-3f1ce240147a,42056198-b401-5f11-a6f3-0fcfc7af4961,e57ce438-ee13-500f-bdac-a6887da0603c,5,Best LIVE event we've ever hosted. Sarah's energy was incredible.,5,5
66166537-0d65-570d-88eb-708e9c69f480,e00aa0bc-ccdf-5440-b75f-ee746db0a82e,6cffbfec-4920-5431-9456-d9b0db2469a7,3295c5ce-6597-5463-986a-b4b50bcdf865,3,Tyler's content was good but felt off-brand in two posts. Needed more revision.,3,3
c975b01b-e1f5-5da7-9680-8f5609498bee,b448999c-3d6e-579a-a2e5-7596154d60c8,a35ddc03-6ee6-5ba9-956a-641d640bcd38,52c14d30-4293-5c50-9a7b-bded366d101e,5,Nina's wellness content resonated perfectly with our target demographic.,4,5
4124183a-b52d-51db-ae49-c82c92123359,60de5898-8744-5215-85a9-6db2304d776d,15cf2530-5aaa-548f-becd-d55fb81aa8a6,85193fec-c30c-5889-bd56-ae4a3e01596e,5,"Mike's tech review drove 1,800 TikTok Shop clicks within 24 hours.",5,4
3deddf0a-e624-56a9-a2d0-c04eb4233d82,d3acbc0e-e315-51ff-953c-316eb6061d37,d3c7da29-dd82-51d9-a268-46fb62f508aa,e57ce438-ee13-500f-bdac-a6887da0603c,4,Sarah brought massive reach; content was on-brand and high quality.,4,5
225641ff-dbff-5be9-8ebe-7954edcc2589,39a404d4-a2e6-54cc-bb8d-e1d81ba9b880,b4f08e09-b98f-518d-a3be-e72b13bf23bf,47976df9-3c2e-56f9-8557-0f9066b954a9,5,Alex's eyeshadow demo went viral — 4.2M views and 12K product saves.,5,5
26907834-a452-5506-84b0-e4f73f956f36,dc1de3f2-c0a1-5cfb-af71-78c3a2f1a128,ea2059cb-824a-5137-978a-cf4d04e4c078,52c14d30-4293-5c50-9a7b-bded366d101e,4,Nina's skincare tutorial was well-executed. Would book again.,4,4
97ea5f87-8488-59b4-99b4-730a2cf2ba38,4aee9fd3-50ea-5641-b172-67195056f015,a35ddc03-6ee6-5ba9-956a-641d640bcd38,52c14d30-4293-5c50-9a7b-bded366d101e,5,Exceptional engagement rate; Nina's audience perfectly matched our brand.,5,5
3c381b21-2937-5a8c-9919-31fb1b6e7082,712938fd-c841-5bbc-8e59-822c115bb144,d2ce75cb-8d22-504b-bbd1-59e758b8b1de,47976df9-3c2e-56f9-8557-0f9066b954a9,4,"Alex delivered beautiful fashion content, slight delay on final edits.",3,5
092b0491-a6a2-5889-8274-a549e7d09880,04e77306-9d5f-5db3-9b61-806cc1b94a06,b4f08e09-b98f-518d-a3be-e72b13bf23bf,e57ce438-ee13-500f-bdac-a6887da0603c,5,Sarah's Valentine's Day content was perfect — creative and conversion-focused.,5,5
14c67fa1-4584-5ac6-aa6d-3c84334b2fcd,38f33a42-6671-5d66-9c9d-263517039569,c885e00f-1dd3-509d-a600-59c9f408d734,4857564c-ca2b-5c95-b3b9-7ab2578f73c7,4,Kate's home content matched the fall aesthetic well. Solid performance.,4,3
d6a70615-8d2f-5188-92cb-739ac41233d8,f805334a-fdc1-5f65-a0dc-87e27cd0dd7a,d3c7da29-dd82-51d9-a268-46fb62f508aa,85193fec-c30c-5889-bd56-ae4a3e01596e,4,Tech review was thorough and credible. Good GMV performance.,4,4
